Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
E3,12/10/02,Bury,Darlington,2,2,D,0,1,A,F Stretton,19,3,11,1,14,12,11,4,1,1,0,0,1.8,3.25,4,1.8,3.35,3.85,1.8,3,3.5,1.73,3.4,4,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E3,12/10/02,Carlisle,Shrewsbury,1,2,A,0,1,A,S Mathieson,15,14,10,7,15,16,4,5,3,3,0,0,2.2,3.25,2.8,2.2,3.25,2.85,2.2,3,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E3,12/10/02,Exeter,Rushden & D,1,1,D,1,1,D,R Oliver,14,13,9,8,18,11,8,6,2,2,0,0,2.8,3.25,2.2,2.7,3.2,2.3,2.4,3,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37
E3,12/10/02,Hull,Rochdale,3,0,H,2,0,H,P Crossley,20,11,13,7,14,12,8,5,2,3,0,0,2.3,3.2,2.7,2.35,3.2,2.65,2.3,3,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.25,2.62
E3,12/10/02,Kidderminster,Macclesfield,0,2,A,0,1,A,C Boyeson,12,17,7,8,7,11,6,2,0,2,0,0,1.727,3.25,4.333,1.69,3.35,4.5,1.65,3.1,4,1.73,3.5,3.75,1.73,3.25,4.33,1.727,3.4,4.2,1.66,3.3,4.5
E3,12/10/02,Oxford,Swansea,1,0,H,0,0,D,P Taylor,9,12,4,5,15,13,6,4,0,1,0,0,1.615,3.4,5,1.65,3.4,4.7,1.65,3.1,4,1.67,3.4,4.33,1.62,3.4,5,1.615,3.4,5,1.66,3.3,4.5
E3,12/10/02,Scunthorpe,Cambridge,1,2,A,1,0,H,A Penn,19,13,12,7,5,7,8,8,0,0,0,0,1.909,3.25,3.5,2,3.3,3.2,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2.1,3.2,3
E3,12/10/02,Southend,York,1,0,H,0,0,D,P Walton,12,11,9,5,10,11,5,7,0,3,0,0,2,3.25,3.25,2.2,3.25,2.85,2.1,3,2.8,1.91,3.4,3.25,2.1,3.25,3,2.1,3.25,3,2.2,3.2,2.8
E3,12/10/02,Wrexham,Leyton Orient,0,0,D,0,0,D,L Mason,10,7,2,1,8,20,6,5,1,4,0,0,1.533,3.4,6,1.55,3.45,5.8,1.5,3.4,4.7,1.62,3.25,5,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5
E3,13/10/02,Bournemouth,Hartlepool,2,1,H,0,1,A,M Thorpe,16,4,10,3,13,6,4,1,2,0,0,1,2.375,3.2,2.625,2.3,3.3,2.65,2.3,3,2.4,2.38,3.2,2.6,2.38,3.2,2.63,2.3,3.2,2.7,2.37,3.1,2.62
E3,19/10/02,Cambridge,Oxford,1,1,D,1,0,H,R Pearson,9,14,4,6,11,15,3,5,1,4,1,0,2.1,3.25,3,2.15,3.25,2.9,2.1,3,2.8,2.2,3.25,2.75,2.2,3.2,2.8,2.2,3.25,2.8,2.1,3.2,3
E3,19/10/02,Darlington,Boston,2,3,A,0,1,A,S Baines,15,8,7,7,20,16,4,4,0,1,0,0,1.833,3.25,3.75,1.8,3.3,3.85,1.8,3.1,3.4,1.73,3.4,4,1.8,3.25,4,1.75,3.25,4,1.83,3.3,3.6
E3,19/10/02,Hartlepool,Wrexham,4,3,H,3,1,H,J P Robinson,12,10,7,8,12,10,3,6,2,2,0,0,1.8,3.25,4,1.85,3.2,3.75,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.25,4,1.8,3.25,4,1.83,3.3,3.6
E3,19/10/02,Leyton Orient,Bournemouth,0,0,D,0,0,D,P Danson,4,6,1,5,7,8,10,6,1,1,0,0,2.7,3.2,2.3,2.55,3.15,2.45,2.4,3,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.7,3.2,2.3,2.62,3.1,2.37
E3,19/10/02,Lincoln,Exeter,1,0,H,0,0,D,E Evans,14,4,5,1,13,11,4,3,2,2,0,0,1.833,3.25,3.75,1.75,3.3,4.1,1.8,3.1,3.4,2,3.4,3,1.91,3.25,3.5,1.8,3.25,4,1.8,3.3,3.75
E3,19/10/02,Macclesfield,Carlisle,2,2,D,1,1,D,G Hegley,9,15,5,10,10,18,6,5,6,2,0,0,1.727,3.25,4.333,1.75,3.3,4.1,1.7,3.2,3.7,1.67,3.6,4,1.73,3.25,4.33,1.727,3.4,4.2,1.8,3.3,3.75
E3,19/10/02,Rochdale,Scunthorpe,1,2,A,0,0,D,M Cowburn,11,12,2,8,15,15,5,5,5,2,0,1,1.8,3.25,4,1.75,3.3,4.1,1.75,3.2,3.5,1.73,3.2,4.33,1.83,3.25,3.75,1.75,3.4,4,1.8,3.3,3.75
E3,19/10/02,Rushden & D,Bury,0,1,A,0,1,A,M Thorpe,17,10,5,5,8,14,9,4,0,2,0,0,1.571,3.4,5.5,1.55,3.5,5.3,1.55,3.4,4.3,1.67,3.4,4.33,1.67,3.4,4.5,1.615,3.4,4.75,1.61,3.3,5
E3,19/10/02,Shrewsbury,Kidderminster,2,3,A,2,2,D,D Pugh,11,5,6,3,12,14,6,8,3,3,0,0,2.25,3.25,2.75,2.25,3.2,2.75,2.2,3,2.6,2.38,3.2,2.6,2.5,3.2,2.5,2.375,3.2,2.625,2.25,3.2,2.75
E3,19/10/02,Swansea,Southend,1,0,H,0,0,D,M Fletcher,7,7,5,3,14,17,4,4,2,5,0,0,2.7,3.2,2.3,2.7,3.2,2.3,2.4,3,2.3,2.6,3.2,2.38,2.5,3.2,2.5,2.7,3.2,2.3,2.5,3.1,2.5
E3,19/10/02,Torquay,Hull,1,4,A,0,1,A,J Ross,13,13,8,10,6,12,6,4,2,3,0,0,2.1,3.25,3,2.22,3.3,2.85,2.1,3,2.8,2.4,3.25,2.5,2.4,3.2,2.6,2.2,3.25,2.875,2.1,3.3,2.87
E3,19/10/02,York,Bristol Rvs,2,2,D,1,2,A,H Webb,18,7,11,3,8,16,4,3,1,3,0,0,1.909,3.25,3.5,1.9,3.25,3.5,2,3,2.9,2.2,3.25,2.75,2.2,3.4,2.75,1.909,3.25,3.5,2,3.2,3.2
E3,25/10/02,Southend,Hartlepool,0,1,A,0,1,A,K Hill,,,,,,,,,3,3,0,0,2.5,3.2,2.5,2.45,3.3,2.55,2.35,3,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.6,3.1,2.4
E3,26/10/02,Boston,Rochdale,3,1,H,1,0,H,B Curson,12,11,8,6,10,9,6,7,0,2,0,0,2.5,3.2,2.5,2.45,3.3,2.55,2.4,3,2.3,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,26/10/02,Bournemouth,York,1,0,H,0,0,D,G Hegley,16,7,8,3,7,9,6,4,0,1,0,0,1.615,3.4,5,1.7,3.4,4.5,1.7,3.2,3.7,1.62,3.5,4.5,1.62,3.4,5,1.667,3.4,4.5,1.72,3.25,4.2
E3,26/10/02,Bristol Rvs,Leyton Orient,1,2,A,0,0,D,R Beeby,7,14,4,8,11,14,4,9,1,0,0,0,1.8,3.4,3.75,1.75,3.4,4.2,1.7,3.2,3.7,1.8,3.25,3.75,1.8,3.25,4,1.727,3.25,4.333,1.72,3.25,4.2
E3,26/10/02,Bury,Macclesfield,2,1,H,1,0,H,A Bates,12,7,8,3,13,6,12,4,1,1,0,0,1.833,3.25,3.75,1.85,3.4,3.7,1.8,3,3.5,1.91,3.25,3.4,1.91,3.25,3.6,1.833,3.4,3.6,1.8,3.3,3.75
E3,26/10/02,Carlisle,Swansea,2,2,D,1,1,D,G Laws,14,12,8,5,11,17,6,4,5,3,0,0,2.1,3.25,3,2.15,3.3,3,2.1,3,2.8,2.1,3.2,3,2.2,3.25,2.88,2.1,3.25,3,2.1,3.2,3
E3,26/10/02,Exeter,Darlington,0,4,A,0,2,A,P Rejer,8,7,5,4,8,14,12,6,1,2,0,0,2.1,3.25,3,2.1,3.3,3.1,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2.1,3.25,3,2.1,3.2,3
E3,26/10/02,Hull,Rushden & D,1,1,D,1,1,D,P Dowd,12,11,6,4,14,20,6,2,2,1,0,0,2,3.25,3.25,2,3.4,3.2,2,3,2.9,1.83,3.2,3.75,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E3,26/10/02,Kidderminster,Cambridge,2,1,H,2,1,H,A Butler,7,13,5,9,9,15,6,6,0,1,0,0,2,3.25,3.25,2.21,3.3,3.1,2,3,2.9,1.91,3.25,3.4,2,3.25,3.25,1.909,3.4,3.4,2.1,3.2,3
E3,26/10/02,Oxford,Shrewsbury,2,2,D,2,2,D,J Ross,12,11,8,7,18,15,6,6,1,3,1,0,1.727,3.5,4,1.7,3.4,4.5,1.7,3.2,3.7,1.67,3.4,4.33,1.73,3.25,4.33,1.7,3.4,4.333,1.72,3.25,4.2
E3,26/10/02,Scunthorpe,Torquay,5,1,H,2,1,H,E Ilderton,16,12,12,9,10,16,2,10,2,1,0,0,1.909,3.25,3.5,2.1,3.3,3.1,2,3,2.9,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E3,26/10/02,Wrexham,Lincoln,0,2,A,0,0,D,M Fletcher,17,9,10,6,11,14,15,3,1,1,0,0,1.727,3.5,4,1.77,3.5,3.95,1.65,3.2,3.9,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.4,4.2,1.66,3.3,4.5
E3,29/10/02,Cambridge,Carlisle,2,1,H,1,1,D,R Oliver,19,10,17,10,10,15,5,4,2,2,0,0,1.615,3.4,5,1.62,3.45,5,1.6,3.3,4,1.67,3.25,4.5,1.62,3.4,5,1.615,3.4,5,1.5,3.4,6
E3,29/10/02,Darlington,Scunthorpe,1,1,D,1,1,D,M Ryan,14,11,6,8,22,12,4,7,3,1,0,1,2.3,3.2,2.7,2.35,3.25,2.68,2.3,3,2.4,2.37,3.2,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.37,3.1,2.62
E3,29/10/02,Hartlepool,Bristol Rvs,2,0,H,1,0,H,M Jones,21,9,9,2,11,12,8,3,0,1,0,0,1.571,3.6,5,1.55,3.55,5.55,1.5,3.5,4.5,1.53,3.5,5.5,1.5,3.5,6,1.55,3.5,5.5,1.57,3.5,5
E3,29/10/02,Leyton Orient,Southend,2,1,H,2,0,H,L Cable,10,7,6,3,15,13,3,2,2,4,0,1,2.25,3.25,2.75,2.22,3.25,2.85,2.2,3,2.6,2.1,3.2,3,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8
E3,29/10/02,Lincoln,Bury,1,1,D,1,0,H,P Walton,9,11,6,5,9,10,3,10,0,2,0,0,2.25,3.25,2.75,2.12,3.25,3.05,2.1,3,2.8,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.9,2.1,3.2,3
E3,29/10/02,Macclesfield,Oxford,2,1,H,0,0,D,G Cain,19,16,7,11,7,16,3,5,1,2,0,0,2.375,3.2,2.625,2.5,3.2,2.52,2.3,3,2.4,2.25,3.4,2.62,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,29/10/02,Rochdale,Exeter,3,3,D,1,1,D,C Webster,13,17,4,14,16,12,5,5,2,2,0,0,1.615,3.6,4.5,1.6,3.5,5.05,1.6,3.3,4,1.67,3.25,4.5,1.62,3.4,5,1.615,3.5,4.75,1.57,3.5,5
E3,29/10/02,Rushden & D,Boston,1,0,H,1,0,H,G Hegley,11,17,9,7,10,7,3,8,1,2,0,0,1.571,3.6,5,,,,1.6,3.3,4,1.61,3.5,4.5,1.57,3.6,5,1.571,3.6,5,1.61,3.5,4.5
E3,29/10/02,Shrewsbury,Hull,1,1,D,0,0,D,T Parkes,10,6,5,4,13,11,10,2,1,2,0,0,2.5,3.2,2.5,2.65,3.25,2.38,2.4,3,2.3,2.75,3.2,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37
E3,29/10/02,Swansea,Kidderminster,0,4,A,0,1,A,B Curson,3,12,1,8,10,5,10,4,0,0,0,0,2.7,3.2,2.3,2.68,3.25,2.35,2.4,3,2.3,2.6,3.2,2.375,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.1,2.37
E3,29/10/02,Torquay,Bournemouth,4,0,H,2,0,H,B Knight,12,9,8,1,8,8,2,6,1,2,0,0,2.625,3.2,2.375,2.65,3.25,2.38,2.4,3,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.625,3.2,2.375,2.75,3.2,2.25
E3,29/10/02,York,Wrexham,1,1,D,0,1,A,M Clattenburg,10,20,6,10,14,10,5,9,2,0,0,0,2.3,3.2,2.7,2.25,3.3,2.78,2.2,3,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,01/11/02,Hartlepool,York,0,0,D,0,0,D,S Mathieson,10,5,6,3,11,16,7,6,1,5,0,0,1.571,3.6,5,1.57,3.5,5.5,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.5,6,1.533,3.6,5.5,1.57,3.5,5
E3,02/11/02,Boston,Exeter,0,3,A,0,1,A,G Laws,4,9,3,9,13,9,1,7,1,1,0,0,1.727,3.25,4.333,1.77,3.4,4.1,1.8,3.1,3.4,1.73,3.4,4,1.73,3.25,4.33,1.727,3.3,4.333,1.8,3.3,3.75
E3,02/11/02,Bournemouth,Bristol Rvs,1,0,H,1,0,H,J Ross,15,4,10,1,19,13,7,3,0,1,0,0,1.615,3.6,4.5,1.65,3.45,4.8,1.6,3.3,4,1.62,3.5,4.5,1.62,3.4,5,1.615,3.4,5,1.57,3.3,5.5
E3,02/11/02,Cambridge,Swansea,1,0,H,0,0,D,M Thorpe,17,8,7,3,8,16,8,4,0,3,0,0,1.615,3.4,5,1.6,3.5,5.25,1.6,3.3,4,1.62,3.5,4.5,1.62,3.5,5,1.615,3.4,5,1.57,3.5,5
E3,02/11/02,Carlisle,Oxford,1,0,H,1,0,H,E Evans,9,10,8,4,15,14,3,6,2,2,1,0,2.625,3.2,2.375,2.7,3.25,2.35,2.6,3,2.2,2.5,3.25,2.4,2.75,3.25,2.25,2.6,3.2,2.4,2.75,3.2,2.25
E3,02/11/02,Darlington,Lincoln,0,0,D,0,0,D,M Jones,14,2,4,1,15,12,7,6,2,0,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3,2.6,2.25,3.2,2.75,2.1,3.25,3,2.1,3.25,3,2.2,3.2,2.8
E3,02/11/02,Hull,Scunthorpe,2,0,H,0,0,D,C Wilkes,15,4,6,0,15,9,7,2,2,3,0,0,1.909,3.25,3.5,1.9,3.3,3.65,1.9,3.1,3,1.73,3.2,4.33,1.83,3.25,3.75,1.909,3.25,3.5,1.9,3.2,3.5
E3,02/11/02,Leyton Orient,Bury,1,2,A,0,1,A,A Penn,9,14,4,5,11,5,4,14,1,0,0,0,2.25,3.25,2.75,2.32,3.25,2.75,2.2,3,2.6,2.38,3.2,2.6,2.2,3.25,2.8,2.2,3.2,2.9,2.3,3.25,2.62
E3,02/11/02,Macclesfield,Shrewsbury,1,2,A,0,1,A,A Kaye,15,10,6,7,10,11,9,3,1,5,0,0,2,3.25,3.25,2.1,3.25,3.15,2.1,3,2.8,1.91,3.25,3.4,2,3.25,3.25,2.1,3.25,3,2.2,3.2,2.8
E3,02/11/02,Rochdale,Rushden & D,0,1,A,0,0,D,P Prosser,13,12,6,8,12,19,7,8,0,2,0,0,2.5,3.2,2.5,2.35,3.25,2.7,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.62,2.3,3.2,2.7,2.37,3.1,2.62
E3,02/11/02,Southend,Wrexham,0,1,A,0,1,A,R Beeby,18,20,10,15,19,14,10,6,1,1,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.25,3,2.2,3.2,2.8
E3,09/11/02,Bristol Rvs,Southend,0,1,A,0,0,D,R Olivier,14,8,5,5,13,15,10,5,2,3,0,0,2.1,3.25,3,2.15,3.25,2.95,2.1,3,2.8,2,3.4,3,2.1,3.25,3,2.2,3.25,2.8,2.1,3.2,3
E3,09/11/02,Bury,Torquay,0,1,A,0,0,D,A Butler,9,5,5,2,13,8,5,4,1,2,0,0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,2.1,3.2,3,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75
E3,09/11/02,Exeter,Hartlepool,1,2,A,0,0,D,T Parkes,13,14,7,8,12,4,6,7,1,1,0,0,3,3.25,2.1,2.85,3.25,2.2,2.9,3,2,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3.2,3.2,2
E3,09/11/02,Kidderminster,Carlisle,1,2,A,0,1,A,M Cowburn,8,15,4,8,11,12,9,13,4,1,2,1,1.533,3.75,5,1.55,3.5,5.5,1.5,3.5,4.5,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.57,3.5,5
E3,09/11/02,Lincoln,Hull,1,1,D,1,1,D,S Mathieson,9,12,3,7,13,13,1,16,1,3,1,0,2.5,3.2,2.5,2.45,3.25,2.5,2.4,3,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.62,3.1,2.37
E3,09/11/02,Oxford,Rochdale,2,0,H,1,0,H,G Hegley,13,11,6,5,12,12,3,3,1,0,0,0,1.909,3.25,3.5,1.95,3.3,3.35,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2.2,3.2,2.8
E3,09/11/02,Rushden & D,Darlington,2,0,H,0,0,D,A Hall,11,8,6,3,16,19,7,6,3,3,0,0,1.533,3.5,5.5,1.6,3.5,5.5,1.55,3.4,4.3,1.53,3.5,5.5,1.53,3.5,5.5,1.533,3.5,5.5,1.57,3.5,5
E3,09/11/02,Scunthorpe,Boston,2,0,H,1,0,H,P Danson,11,7,5,4,16,22,7,5,0,3,0,1,1.727,3.5,4,1.73,3.35,4.25,1.65,3.2,3.9,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5
E3,09/11/02,Shrewsbury,Cambridge,3,1,H,0,0,D,M Pike,13,6,7,3,8,7,5,5,2,0,0,0,2.375,3.2,2.625,2.35,3.25,2.65,2.3,3,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,09/11/02,Swansea,Macclesfield,1,0,H,0,0,D,L Cable,7,10,3,4,12,11,4,8,1,1,0,0,2.375,3.2,2.625,2.35,3.2,2.65,2.2,3,2.6,2.38,3.2,2.6,2.38,3.2,2.62,2.375,3.2,2.625,2.25,3.2,2.75
E3,09/11/02,Wrexham,Bournemouth,3,2,H,1,1,D,E Ilderton,11,6,8,3,10,12,7,3,2,2,0,0,2.3,3.2,2.7,2.3,3.25,2.7,2.2,3,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.25,3.2,2.75
E3,09/11/02,York,Leyton Orient,3,2,H,1,1,D,M Cooper,11,7,6,4,10,17,11,2,1,5,0,1,1.833,3.25,3.75,1.91,3.25,3.65,1.9,3.1,3,2,3.4,3,1.91,3.25,3.5,1.833,3.4,3.6,1.9,3.2,3.5
E3,19/11/02,Torquay,Kidderminster,2,2,D,2,0,H,G Hegley,13,17,6,15,7,11,6,8,0,0,0,0,2.2,3.25,2.8,2.41,3.35,2.8,2.2,3,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.2,3.25,2.875,1.75,3.4,3.7
E3,23/11/02,Bristol Rvs,Wrexham,0,3,A,0,2,A,C Penton,6,27,2,16,21,17,7,12,2,0,0,0,2.625,3.2,2.375,2.63,3.3,2.38,2.4,3,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37
E3,23/11/02,Carlisle,Bury,1,2,A,0,0,D,C Webster,10,14,6,9,13,18,7,2,0,1,0,0,2.3,3.2,2.7,2.35,3.3,2.65,2.3,3,2.4,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.3,3.2,2.62
E3,23/11/02,Exeter,Cambridge,1,2,A,1,1,D,B Curson,11,5,2,2,17,12,10,2,2,2,3,2,2.5,3.2,2.5,2.63,3.3,2.38,2.35,3,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,23/11/02,Hull,Boston,1,0,H,0,0,D,R Pearson,10,7,6,1,8,14,7,1,3,4,0,1,1.615,3.4,5,1.61,3.5,5.1,1.55,3.3,4.5,1.57,3.5,5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.3,5.5
E3,23/11/02,Leyton Orient,Hartlepool,1,2,A,0,1,A,C Wilkes,12,13,4,7,7,13,3,6,0,1,0,0,2.875,3.2,2.2,2.8,3.3,2.25,2.6,3,2.2,3,3.2,2.1,2.8,3.25,2.2,2.8,3.25,2.2,2.75,3.2,2.25
E3,23/11/02,Lincoln,Rushden & D,1,2,A,0,1,A,M Cooper,9,5,3,3,16,14,11,4,3,3,0,0,2.5,3.2,2.5,2.52,3.3,2.47,2.35,3,2.35,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.2,2.62
E3,23/11/02,Macclesfield,Torquay,3,3,D,1,3,A,M Pike,15,6,7,5,11,5,9,4,1,0,0,0,2.3,3.2,2.7,2.4,3.3,2.6,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,23/11/02,Rochdale,York,0,1,A,0,0,D,M Cowburn,12,10,7,6,11,7,10,9,2,1,0,0,2.2,3.2,2.875,2.25,3.3,2.8,2.1,3,2.8,2.1,3.2,3,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.1,2.87
E3,23/11/02,Scunthorpe,Swansea,2,0,H,2,0,H,S Baines,12,11,7,7,10,15,8,3,1,0,0,0,1.571,3.4,5.5,1.6,3.5,5.75,1.55,3.3,4.5,1.57,3.5,5,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5
E3,23/11/02,Shrewsbury,Darlington,2,2,D,2,0,H,M Fletcher,6,9,3,4,15,11,1,3,2,1,0,0,1.833,3.25,3.75,1.85,3.35,3.8,1.85,3,3.3,1.83,3.4,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5
E3,23/11/02,Southend,Bournemouth,0,1,A,0,0,D,Paul Armstrong,11,7,6,0,15,16,4,2,2,2,0,0,2.4,3.2,2.6,2.4,3.3,2.6,2.35,3,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62
E3,30/11/02,Boston,Leyton Orient,0,1,A,0,1,A,M Warren,12,3,6,3,8,21,8,3,3,2,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3
E3,30/11/02,Bournemouth,Scunthorpe,2,1,H,0,1,A,M Jones,12,8,6,3,13,14,8,5,1,2,0,0,1.8,3.4,3.75,1.8,3.4,4,1.85,3.1,3.2,1.83,3.4,3.5,1.8,3.25,4,1.8,3.25,4,1.9,3.25,3.4
E3,30/11/02,Bury,Exeter,1,0,H,0,0,D,M Clattenburg,7,2,5,2,7,15,14,1,1,3,0,0,1.615,3.6,4.5,1.6,3.6,5,1.65,3.2,3.9,1.73,3.4,4,1.57,3.5,5,1.6,3.5,5,1.66,3.4,4.33
E3,30/11/02,Cambridge,Macclesfield,3,1,H,1,1,D,P Taylor,10,4,7,4,16,17,4,3,4,3,0,1,1.667,3.5,4.333,1.67,3.5,4.6,1.6,3.3,4,1.73,3.5,3.75,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5
E3,30/11/02,Darlington,Southend,2,1,H,1,0,H,M Cowburn,20,7,15,4,16,15,12,4,2,3,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3
E3,30/11/02,Hartlepool,Kidderminster,2,1,H,2,0,H,P Prosser,14,12,10,5,9,18,10,3,1,3,0,0,1.667,3.5,4.333,1.67,3.5,4.6,1.7,3.2,3.7,1.73,3.4,4,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.4,4
E3,30/11/02,Oxford,Lincoln,1,0,H,0,0,D,P Rejer,18,4,11,1,7,18,8,7,3,5,0,0,1.909,3.25,3.5,1.95,3.3,3.5,1.9,3.1,3,2,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,2,3.2,3.2
E3,30/11/02,Rushden & D,Bristol Rvs,2,1,H,1,1,D,A Butler,16,5,8,4,11,18,10,3,1,1,0,0,1.4,3.75,7.5,1.4,4,7.2,1.4,3.6,5.5,1.4,3.75,7,1.36,4,7.5,1.364,4,7.5,1.44,3.6,6.5
E3,30/11/02,Swansea,Shrewsbury,2,0,H,1,0,H,B Curson,9,2,5,0,10,12,4,1,2,3,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.35,3,2.35,2.4,3.25,2.5,2.38,3.2,2.62,2.4,3.2,2.6,2.6,3.1,2.4
E3,30/11/02,Torquay,Rochdale,2,2,D,0,0,D,P Walton,13,12,4,8,13,15,6,4,1,1,0,1,1.727,3.5,4,1.67,3.5,4.6,1.65,3.2,3.9,1.67,3.4,4.33,1.73,3.4,4.2,1.727,3.4,4.2,1.66,3.3,4.5
E3,30/11/02,Wrexham,Hull,0,0,D,0,0,D,G Cain,17,4,6,2,4,10,14,0,1,1,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.2,3,2.6,2.38,3.2,2.6,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E3,30/11/02,York,Carlisle,2,1,H,1,0,H,C Foy,10,16,3,9,11,13,5,4,2,3,0,0,1.667,3.5,4.333,1.7,3.4,4.5,1.75,3.2,3.5,1.73,3.4,4,1.67,3.4,4.5,1.667,3.4,4.5,1.8,3.3,3.75
E3,14/12/02,Bristol Rvs,Oxford,0,2,A,0,1,A,C Wilkes,13,14,7,7,6,17,1,2,0,0,0,0,2.5,3.2,2.5,2.6,3.25,2.4,2.5,3.1,2.2,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37
E3,14/12/02,Carlisle,Wrexham,1,2,A,1,1,D,M Clattenburg,,13,,13,16,18,10,8,2,4,1,0,2.7,3.2,2.3,2.75,3.25,2.3,2.7,3.1,2.1,2.6,3.2,2.38,2.75,3.25,2.25,2.7,3.2,2.3,2.8,3.2,2.2
E3,14/12/02,Exeter,Swansea,1,0,H,0,0,D,G Hegley,5,6,1,3,14,15,5,2,3,4,0,0,2.1,3.25,3,2,3.25,3.3,2,3.1,2.8,2,3.4,3,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2
E3,14/12/02,Hull,Darlington,0,1,A,0,1,A,M Warren,22,4,16,2,14,16,6,0,3,2,0,1,1.727,3.5,4,1.65,3.4,4.75,1.7,3.2,3.7,1.73,3.2,4.33,1.62,3.4,5,1.615,3.4,5,1.66,3.1,5
